Paleon testate calibration dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Revised, 25 March 2017 (went back to count data, made a few taxonomic corrections and deleted samples with less than 50 counts)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All samples with greater than 50 individuals counted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE,STUDY,Peatland,Peatland type,Location (lat/long: dec),,,,WTD (cm),pH,TOTAL COUNT,ampfla,ampwri,arcart,arccat,arccre,arcdis,arcgib,archem,arcvul,assmus,asssem,bulind,cenacu,cencas,ceneco,cenpla,cortri,cryovi,crysac,cycarc,cyckah,cypamp,difacu,difbaf,difbac,difglo,diflei,difluc,difobl,difovi,difpri,difpul,difrub,difurc,eugcri,eugrot,eugstr,eugtub,helpet,helros,helsph,helsyl,hyaele,hyamin,hyapap,hyasub,lesspp,nebbar,nebcar,nebcol,nebfla,nebgal,nebgri,nebmar,nebmil,nebpen,nebret/lon,nebtin,nebtub,nebvit,nebwai,parirr,phracr,plalen,plaspi,placal,pontsp,psefas,pseful,quasym,sphlen,traden,triarc,trimin
PBS11,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,-15,5.4,98,1,0,0,1,0,0,0,1,3,2,1,0,56,1,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PBS2,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,13,4.2,252,1,31,0,18,0,0,0,0,0,18,1,0,31,1,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,17,0,23,0,34,0,0,0,0,12,0,3,14,1,0,0,0,7,0,0,0,0,19,0,2,0,0,0,0,0,0,0,4,0
PBS3,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,15,4.1,252,48,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,84,0,28,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,5,0
PBS4,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,17,3.8,306,3,0,0,3,0,0,0,0,0,2,1,0,2,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,1,43,0,110,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0
PBS5,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,18,3.9,274,1,0,0,6,0,0,0,0,0,8,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,105,0,73,0,0,0,0,1,0,0,23,0,13,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0
PBS6,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,10,4,250,0,0,0,2,0,0,0,0,0,4,6,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,18,75,0,21,14,0,0,0,0,0,0,49,0,16,0,0,20,0,0,0,0,1,0,1,0,0,0,3,0,0,0,6,1
PBS7,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,7,3.9,249,1,1,0,2,0,2,0,0,1,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,68,0,0,1,2,0,1,0,1,0,0,3,1,0,0,73,0,18,0,6,0,0,0,0,2,0,0,43,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
PBS8,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,2,4.1,256,14,0,0,6,0,4,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,2,103,0,32,0,0,0,0,9,0,7,30,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0
PBS9,Booth 2002,Partridge Lake Peatland,,Table 1 of Booth 2002,,,,17,3.7,261,10,0,0,14,0,0,0,0,0,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,9,82,0,48,2,0,0,0,2,0,0,31,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,2,0
SRB1,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,8,4.2,129,0,1,0,0,0,13,0,0,0,14,0,0,3,0,0,0,0,0,0,1,0,0,9,1,0,63,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
SRB10,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,14,3.9,245,0,1,0,1,2,12,0,0,1,21,9,2,7,4,0,1,1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,103,0,3,0,0,0,0,1,0,1,39,0,0,0,0,12,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0
SRB11,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,9,4.1,244,0,16,0,1,0,4,0,0,1,50,1,2,14,0,0,0,0,0,0,0,0,0,0,6,0,46,0,0,1,0,0,0,0,1,0,0,1,0,0,0,22,1,4,0,8,0,0,0,11,2,0,0,47,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
SRB12,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,17,4,262,0,0,0,2,0,8,0,0,0,4,0,0,4,0,16,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,1,51,0,48,0,0,0,0,9,0,3,50,0,0,4,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,1,7,0
SRB13,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,8,4,237,1,47,0,2,0,10,0,1,0,43,0,0,19,0,0,0,0,0,0,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,8,0,7,0,0,0,10,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB14,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,15,3.9,290,37,0,0,0,0,0,0,0,0,21,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,94,0,27,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0
SRB15,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,10,4.1,213,1,16,0,2,0,4,0,0,1,5,0,0,51,17,0,1,0,0,0,11,0,0,1,3,0,29,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,10,0,0,0,20,10,0,0,3,6,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
SRB16,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,11,4.1,221,0,0,0,0,0,5,0,0,1,1,0,0,58,0,0,0,0,0,0,52,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,34,0,0,0,1,1,0,0,39,2,1,0,0,5,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1,0
SRB2,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,6,4.1,229,0,0,0,1,0,39,0,26,3,30,5,0,0,0,0,0,0,0,0,0,0,0,28,0,0,54,0,0,0,0,0,0,0,0,0,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,15,0,0
SRB3,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,17,3.8,250,0,0,0,1,0,88,0,0,0,13,2,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,6,0,75,0,0,0,0,1,0,0,27,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRB4,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,25,3.7,250,0,0,0,7,0,0,0,0,0,33,7,5,18,0,1,2,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31,0,1,0,0,0,0,28,0,0,32,0,0,0,0,8,0,0,0,0,45,0,0,0,0,0,0,0,1,0,20,0
SRB5,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,6,4.1,244,3,53,0,2,0,6,0,0,2,33,0,1,21,0,0,0,0,0,0,1,0,0,1,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,16,0,0,0,5,2,0,0,51,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRB6,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,13,4,250,0,0,0,2,0,8,0,0,0,11,2,1,0,0,19,0,0,0,0,2,0,0,1,2,0,4,8,0,2,0,0,0,0,0,0,0,0,1,0,0,21,1,44,0,2,0,0,0,0,3,0,0,54,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,3,0
SRB7,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,6,4.1,218,2,23,0,0,0,4,0,0,3,23,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,16,0,0,0,6,4,0,0,71,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
SRB8,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,9,4.1,238,1,5,0,1,0,18,0,0,1,5,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,2,0,7,0,0,0,4,2,0,0,134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
SRB9,Booth 2002,South Rhody Peatland,,Table 1 of Booth 2002,,,,2,4.1,236,3,28,0,0,2,11,0,0,1,17,0,4,12,3,1,0,0,0,0,0,0,0,3,1,0,41,1,0,0,0,0,0,0,0,0,0,1,2,0,5,47,0,3,0,15,0,0,0,3,4,0,1,21,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0
USB1,Booth 2002,Uncle Sam Peatland,,Table 1 of Booth 2002,,,,50,3.7,254,0,0,0,1,0,0,0,0,0,46,3,3,17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,68,0,0,0,0,0,0,0,0,21,0,0,8,0,0,0,0,0,10,0,0,0,0,7,0,0,0,22,0
USB2,Booth 2002,Uncle Sam Peatland,,Table 1 of Booth 2002,,,,50,3.5,259,0,0,0,0,0,0,0,0,0,15,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,7,0,0,0,25,0,0,0,83,0,0,0,0,3,0,0,0,47,0,0,18,0,0,0,0,7,3,0,0,0,0,21,0,0,0,10,1
USB3,Booth 2002,Uncle Sam Peatland,,Table 1 of Booth 2002,,,,50,3.3,252,0,0,0,5,0,0,0,0,0,94,4,5,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,13,0,0,0,22,0,0,0,0,0,0,0,0,42,0,0,23,0,0,0,0,0,6,0,0,0,0,2,0,0,0,20,0
USB4,Booth 2002,Uncle Sam Peatland,,Table 1 of Booth 2002,,,,50,3.4,229,0,0,0,10,0,0,0,0,0,17,12,2,0,5,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,13,0,0,0,63,0,0,0,0,0,0,0,0,26,0,0,38,0,0,0,0,0,4,0,0,0,0,5,0,0,0,13,6
USB5,Booth 2002,Uncle Sam Peatland,,Table 1 of Booth 2002,,,,50,3.3,250,0,0,0,0,0,1,0,0,0,11,2,11,10,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,24,0,0,0,17,0,0,0,0,0,0,0,0,55,0,0,77,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0
USB6,Booth 2002,Uncle Sam Peatland,,Table 1 of Booth 2002,,,,50,3.4,256,0,0,0,9,0,5,0,0,0,7,1,3,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,5,0,2,0,12,0,0,14,1,0,0,0,0,0,0,0,0,100,0,0,44,0,0,0,0,4,12,0,0,0,0,5,0,0,0,12,0
USB7,Booth 2002,Uncle Sam Peatland,,Table 1 of Booth 2002,,,,50,3.5,252,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,2,0,19,0,33,0,0,0,46,0,0,0,0,0,0,0,0,37,0,0,52,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0
USB8,Booth 2002,Uncle Sam Peatland,,Table 1 of Booth 2002,,,,50,3.5,269,0,0,0,7,0,0,0,0,0,4,2,1,10,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,3,0,5,0,12,0,0,0,76,0,0,0,0,0,0,0,0,54,5,0,49,0,0,0,0,0,1,0,0,0,0,7,0,0,0,17,1
WATB1,Booth 2002,West Adams Trail Peatland,,Table 1 of Booth 2002,,,,19,3.9,311,13,0,0,1,0,19,0,0,0,21,7,0,5,1,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,11,0,1,11,8,79,0,10,0,0,0,0,8,0,0,31,0,17,7,0,17,0,0,0,0,11,1,3,0,0,0,12,0,0,0,1,0
WATB2,Booth 2002,West Adams Trail Peatland,,Table 1 of Booth 2002,,,,19,3.9,251,1,6,0,4,0,75,0,0,0,8,2,1,6,1,1,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0,0,12,1,18,0,11,0,0,0,0,5,0,0,29,0,1,0,0,7,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0
WATB3,Booth 2002,West Adams Trail Peatland,,Table 1 of Booth 2002,,,,19,3.9,298,20,3,0,0,0,64,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,8,0,29,0,44,0,0,0,0,1,0,0,40,0,25,2,0,3,0,0,0,0,28,5,3,0,0,0,0,0,0,0,0,0
WATB4,Booth 2002,West Adams Trail Peatland,,Table 1 of Booth 2002,,,,19,3.9,285,2,0,0,2,0,43,0,0,0,5,3,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,29,0,58,0,0,0,0,2,0,0,36,0,18,8,0,9,0,0,0,0,15,0,0,0,0,0,10,0,0,0,2,0
805ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,41,5.3,153,0,0,0,0,0,1,0,0,0,7,0,5,0,29,0,0,1,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,52,5.1,103,0,0,0,3,0,0,0,0,0,11,0,0,9,15,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,19,0,0,0,0,0,0,10,0,6,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,10,0,0,0
815ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,39,5.1,148,0,0,0,4,0,3,0,0,0,7,0,0,5,12,0,0,3,0,0,71,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0
816ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,29,4.9,153,0,0,0,4,0,0,0,0,0,10,0,0,6,8,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,0,5,0,5,0,0,0,0,15,0,9,2,3,13,1,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
817ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,3,4.8,99,0,0,0,0,10,4,0,0,30,0,0,0,1,9,0,0,1,0,0,9,0,0,0,1,0,6,0,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,25,4.4,207,0,0,0,0,1,0,0,0,6,4,0,0,0,31,0,0,0,0,0,25,0,0,0,0,0,57,0,57,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
820ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,26,4.8,184,0,0,0,0,5,0,0,0,4,8,0,0,0,45,0,0,0,0,0,12,0,0,0,1,0,33,0,33,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,36,4.7,172,0,0,0,0,0,2,0,0,0,31,0,0,8,30,0,0,0,0,0,16,0,0,2,0,0,5,0,14,0,0,0,0,0,0,0,0,6,21,0,0,3,0,0,0,0,18,0,4,0,0,0,3,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,41,4.4,164,0,0,0,11,0,3,0,0,0,27,0,0,8,12,0,0,3,0,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,5,0,0,0,0,3,0,1,0,2,0,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,2,4.9,186,0,0,0,0,3,1,0,0,42,3,0,0,0,20,0,0,0,0,0,5,0,0,0,1,0,55,0,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,20,4.8,152,0,0,0,0,0,0,0,0,0,22,0,0,9,18,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,2,0,0,13,0,16,0,1,20,23,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
830ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,4,5,165,0,0,0,0,41,1,0,0,53,13,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831b,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-8,5.2,82,0,0,0,0,4,0,0,0,32,11,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-21,5.3,202,0,0,0,0,0,13,0,0,4,0,0,0,8,48,0,0,0,0,0,4,0,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
832bda,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-37,5.5,124,0,0,0,0,0,0,0,0,0,1,0,0,8,40,0,0,0,0,0,1,0,0,0,0,0,29,0,29,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832cda,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,10,5.3,166,0,0,0,0,3,1,1,0,54,26,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-8,5.9,134,0,0,0,0,19,6,0,0,33,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
835ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,18,5.1,173,0,0,0,2,0,5,0,0,0,38,0,0,1,7,0,0,3,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,18,7,0,0,2,0,1,0,2,20,0,0,1,4,0,7,0,30,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
837bda,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,18,5.1,188,0,0,0,3,0,0,0,0,0,13,0,0,7,3,0,0,1,0,0,11,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,2,20,0,0,11,0,1,0,0,0,0,0,0,76,0,0,15,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,16,4.3,228,7,0,0,0,0,13,0,0,1,33,0,0,0,39,0,0,1,0,0,5,0,0,0,1,0,21,3,21,0,0,0,0,0,0,0,0,4,19,0,0,5,0,7,0,9,0,0,0,0,9,0,0,12,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,0,4.6,260,0,0,0,0,0,10,0,0,12,13,0,0,1,22,0,0,0,0,0,6,0,0,0,1,0,62,0,76,0,0,0,0,0,0,0,0,13,24,0,0,0,0,0,0,0,1,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
843ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,0,4.5,180,0,0,0,0,2,25,0,0,8,7,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,46,0,49,3,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,17,4.4,192,0,0,0,0,0,5,0,0,0,22,0,0,2,13,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,27,0,0,6,0,7,0,7,28,0,0,0,3,0,0,0,0,26,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,6,4.7,185,2,0,0,1,9,43,0,0,57,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,13,3.9,211,51,0,0,0,0,18,0,0,0,11,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,31,0,27,0,0,1,0,0,0,0,25,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850bda,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,17,3.9,170,52,0,0,1,0,4,0,0,0,4,0,1,3,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,16,0,13,3,0,0,0,1,0,4,18,0,23,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
850cda,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,14,4.3,222,49,0,0,0,0,13,0,0,2,9,0,0,5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,11,0,18,0,0,1,0,3,0,18,53,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,24,3.8,200,0,0,0,1,0,5,0,0,0,22,0,1,0,6,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,19,0,15,0,15,0,0,0,0,2,0,0,3,0,45,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
