Paleon testate calibration dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Revised, 25 March 2017 (went back to count data, made a few taxonomic corrections and deleted samples with less than 50 counts)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All samples with greater than 50 individuals counted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE,STUDY,Peatland,Peatland type,Location (lat/long: dec),,,,WTD (cm),pH,TOTAL COUNT,ampfla,ampwri,arcart,arccat,arccre,arcdis,arcgib,archem,arcvul,assmus,asssem,bulind,cenacu,cencas,ceneco,cenpla,cortri,cryovi,crysac,cycarc,cyckah,cypamp,difacu,difbaf,difbac,difglo,diflei,difluc,difobl,difovi,difpri,difpul,difrub,difurc,eugcri,eugrot,eugstr,eugtub,helpet,helros,helsph,helsyl,hyaele,hyamin,hyapap,hyasub,lesspp,nebbar,nebcar,nebcol,nebfla,nebgal,nebgri,nebmar,nebmil,nebpen,nebret/lon,nebtin,nebtub,nebvit,nebwai,parirr,phracr,plalen,plaspi,placal,pontsp,psefas,pseful,quasym,sphlen,traden,triarc,trimin
TA46,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,8.6,4.88,180,0,0,0,1,0,1,0,0,1,3,1,0,13,0,0,12,2,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,0,2,0,0,6,10,0,0,41,0,4,0,13,5,0,0,0,24,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0
TA47,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,-2,5.35,124,0,0,0,2,0,4,0,0,3,3,0,0,3,1,0,0,87,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TA48,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,,,3,5.3,149,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,27,7,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,6,0,0,0,0,0,0,0,71,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TA49,"Pennsylvania (Sullivan & Booth, in prep)","Tannersville Peatland, PA",,41.037,-75.266,77,5.295,7,4.99,143,1,0,0,2,0,6,0,0,0,3,0,0,5,4,0,1,66,13,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
p1,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,41,3.68,152,0,0,0,0,0,0,0,0,0,96,10,0,0,0,0,1,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,7.00
p11,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,4,3.84,152,87,1,0,0,0,4,0,0,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,1,0,5,0,0,25,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
p12,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,20,3.86,153,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.00,0.00
p13,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,5,3.83,154,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,7,1,0,0,9,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00,0.00
p14,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,23,3.8,152,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,41,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.00,0.00
p16,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,12,3.93,150,115,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.00,0.00
p17,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,8,3.89,152,0,0,0,0,0,0,0,0,1,54,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0.00
p18,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,7.5,3.84,147,60,0,0,0,0,8,0,0,0,3,4,0,1,0,0,0,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,3,32,1,0,0,0,0,0,0,0,1,0,4,0,5,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0.00,0.00
p19,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,7,3.75,151,109,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,4,14,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
p2,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,42,3.47,156,0,0,0,0,0,0,0,0,0,88,0,0,8,17,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
p20,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,12,3.87,153,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,44,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3.00,0.00
p21,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,6,3.89,150,0,0,0,0,0,23,0,0,0,14,0,0,0,1,0,0,6,0,0,7,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,6,7,10,0,0,3,0,0,0,0,25,0,3,0,0,0,0,0,0,19,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,4,0,0.00,0.00
p22,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,7,4.13,150,0,0,0,0,5,8,0,0,2,0,0,0,83,0,0,0,2,0,0,1,0,0,0,11,0,10,0,0,0,0,1,0,2,0,0,2,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,6,0.00,0.00
p23,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,3,4.27,153,11,0,0,6,0,7,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,3,0,2,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,0.00
p24,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,0.5,4.45,156,0,0,0,0,0,11,0,0,1,0,0,0,108,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.00
p25,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,4,4.21,142,0,0,0,1,0,8,0,0,0,0,0,0,16,9,0,1,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,5,49,0.00,0.00
p26,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,1.5,4.12,150,0,0,0,0,0,18,0,0,0,0,0,0,97,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0.00,0.00
p27,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,11,4.18,156,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,112,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.00,0.00
p28,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,3,4.21,149,0,0,0,0,0,7,0,0,0,0,0,0,63,0,0,1,5,0,0,21,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,2,6,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0.00,0.00
p29,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,-8,4.66,151,0,0,0,0,0,7,0,0,3,0,0,0,88,0,0,0,0,0,0,10,0,0,0,11,1,0,0,0,0,0,0,0,18,0,0,1,3,0,0,0,0,0,0,0,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
p30,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,6,4.13,152,10,0,0,0,0,1,0,0,0,0,0,0,124,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.00,0.00
p32,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,24,3.13,148,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,1,8,0,0,45,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,5,0,41,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
p33,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,22,3.25,152,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,4,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.00,0.00
p34,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,25,3.44,151,0,0,0,1,0,0,0,0,0,18,0,0,0,12,0,0,0,0,0,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,6,0,0,1,0,0,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0.00,0.00
p35,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,22,3.25,153,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,6,0,0,0,0.00,0.00
p36,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,22,3.64,149,2,0,0,0,0,1,0,0,0,27,0,1,0,3,0,0,6,0,0,32,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,1,0,0,0,0,39,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1.00,0.00
p37,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,-11,3.87,151,0,0,0,0,0,97,0,0,0,9,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.00,0.00
p38,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,12,3.56,154,0,0,0,1,0,4,0,0,0,8,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,51,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0.00,0.00
p39,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,16,3.69,149,1,0,0,0,0,2,0,0,0,30,1,0,0,0,0,2,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
p40,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,4,3.77,153,0,0,0,0,0,0,0,0,0,51,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,53,10,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0.00
p41,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,12,4.01,150,0,0,0,2,0,1,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,125,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
p42,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,0,3.8,154,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,0,0,3,0,0,0,103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
p6,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,5.295,45,3.6,159,0,0,0,24,0,2,0,0,0,9,0,0,3,17,0,9,0,0,0,71,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,2.00,3.00
p7,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,77,,24,3.69,152,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,7,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.00,0.00
p8,"North Carolina Pocosin, Booth et al. 2008",Catfish Pocosin,,34,55.189,,,12.5,3.89,137,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,26,4,0,0,3,0,0,0,0,34,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,0.00
AK1,"Alaska, Markel et al. 2010",Marathon B,,Locations in table 1 of Markel et al 2010,,,,11,4.14,150,11,0,0,0,10,0,0,0,0,46,3,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0.00,0.00
AK2,"Alaska, Markel et al. 2010",Marathon B,,Locations in table 1 of Markel et al 2010,,,,31,4.04,150,0,0,0,0,0,0,0,0,0,41,0,4,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,0.00
AK3,"Alaska, Markel et al. 2010",Marathon B,,Locations in table 1 of Markel et al 2010,,,,11,4.24,150,4,0,0,0,15,0,0,0,0,36,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0.00,0.00
AK5,"Alaska, Markel et al. 2010",Marathon B,,Locations in table 1 of Markel et al 2010,,,,37,4.02,150,0,0,0,0,0,0,0,0,0,36,5,1,0,2,0,0,61,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0.00
AK6,"Alaska, Markel et al. 2010",Marathon B,,Locations in table 1 of Markel et al 2010,,,,33,3.98,152,0,0,0,0,0,0,0,0,0,23,0,6,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
AK13,"Alaska, Markel et al. 2010",No Name,,Locations in table 1 of Markel et al 2010,,,,24,4.56,150,7,0,0,6,0,0,0,0,0,60,0,0,27,11,10,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5,1.00,0.00
AK15,"Alaska, Markel et al. 2010",No Name,,Locations in table 1 of Markel et al 2010,,,,8,5.35,150,32,0,0,1,0,0,0,0,0,7,0,0,3,12,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,1,0,29,0,0,0,0,1,0,0,0,1,1,0,0,5,0,9,0,0,0,26,0,0,0,0,0,0,0,1,0.00,0.00
AK16,"Alaska, Markel et al. 2010",No Name,,Locations in table 1 of Markel et al 2010,,,,27,4.54,150,4,0,0,2,0,0,0,0,0,52,0,0,4,5,4,0,47,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5.00,0.00
AK17,"Alaska, Markel et al. 2010",No Name,,Locations in table 1 of Markel et al 2010,,,,20,4.46,150,22,0,0,3,0,0,0,1,0,49,0,0,0,0,7,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0.00,0.00
AK18,"Alaska, Markel et al. 2010",No Name,,Locations in table 1 of Markel et al 2010,,,,3,5.92,148,4,0,0,1,0,0,0,0,0,18,0,0,2,17,1,2,42,7,0,1,0,1,0,0,0,1,0,2,1,0,9,0,0,0,0,8,3,2,1,3,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,7,0.00,0.00
AK19,"Alaska, Markel et al. 2010",Brown's Lake,,Locations in table 1 of Markel et al 2010,,,,17,4.09,150,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,5,0,0,21,0,65,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,19,0,0,0,0,0,0,0,0,1.00,0.00
AK20,"Alaska, Markel et al. 2010",Brown's Lake,,Locations in table 1 of Markel et al 2010,,,,32,3.8,150,0,0,3,41,1,0,0,0,0,57,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,0.00
AK21,"Alaska, Markel et al. 2010",Brown's Lake,,Locations in table 1 of Markel et al 2010,,,,15,4,150,28,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,5,0,42,0,0,0,0,0,0,0,0,0,5,0,0,20,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0.00,0.00
AK22,"Alaska, Markel et al. 2010",Brown's Lake,,Locations in table 1 of Markel et al 2010,,,,24,4.16,149,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,1,0,18,0,0,0,0,0,0,0,0.00,0.00
AK23,"Alaska, Markel et al. 2010",Brown's Lake,,Locations in table 1 of Markel et al 2010,,,,25.5,3.92,150,1,0,0,4,0,0,0,0,0,10,11,4,2,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4.00,3.00
AK25,"Alaska, Markel et al. 2010",Brown's Lake,,Locations in table 1 of Markel et al 2010,,,,22,4.46,150,4,0,0,3,0,0,0,0,0,10,13,0,2,1,0,0,78,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0.00,0.00
AK26,"Alaska, Markel et al. 2010",Brown's Lake,,Locations in table 1 of Markel et al 2010,,,,-1,6.35,150,19,0,3,2,0,0,0,0,0,29,12,0,12,3,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,1,15,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,1,0.00,0.00
AK27,"Alaska, Markel et al. 2010",Teardrop Lake,,Locations in table 1 of Markel et al 2010,,,,15,3.96,150,9,0,1,0,0,0,0,0,0,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,66,1,23,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1.00,0.00
AK28,"Alaska, Markel et al. 2010",Teardrop Lake,,Locations in table 1 of Markel et al 2010,,,,34,3.75,150,0,0,0,13,0,0,0,0,0,61,15,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,0,0,5,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.00,0.00
AK29,"Alaska, Markel et al. 2010",Teardrop Lake,,Locations in table 1 of Markel et al 2010,,,,42,4.01,150,0,0,0,12,0,0,0,0,0,71,16,0,0,0,4,0,17,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,10.00
AK30,"Alaska, Markel et al. 2010",Teardrop Lake,,Locations in table 1 of Markel et al 2010,,,,11,4.53,150,25,0,2,0,0,0,0,0,0,46,3,0,2,3,0,0,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0.00,0.00
AK31,"Alaska, Markel et al. 2010",Teardrop Lake,,Locations in table 1 of Markel et al 2010,,,,-4,5.74,88,3,0,1,1,0,0,0,0,2,4,0,0,19,6,0,1,14,3,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,4,5,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,2,0.00,0.00
AK32,"Alaska, Markel et al. 2010",Teardrop Lake,,Locations in table 1 of Markel et al 2010,,,,1,5.44,150,8,6,4,0,0,0,0,0,0,21,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0,36,0,21,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,2,0,14,0,0,0,0,0,0,0,0.00,0.00
